Age,Sex,Height_cm,Weight_kg,BMI,BodyFat_PC,LeanMass_kg,ActivityLevel_1to5,Calorie_Maintenance
63,M,169,44,15.4,28.7,31.4,1,1423
41,F,165,79,29,23.6,60.4,3,2255
52,M,171,48,16.4,30.9,33.1,4,2231
61,F,173,62,20.7,24.5,46.8,4,2130
40,M,165,67,24.6,19.4,54,3,2334
34,M,162,76,29,23.3,58.3,1,1929
18,F,174,85,28.1,27.5,61.7,1,2023
48,M,171,49,16.8,22.3,38.1,1,1588
48,M,163,53,19.9,18.5,43.2,2,1806
59,F,160,121,47.3,23.3,92.8,1,2104
59,M,173,66,22.1,33.4,43.9,2,1995
51,M,150,45,20,27.3,32.7,3,1763
26,F,167,54,19.4,24.9,40.5,2,1777
39,F,171,62,21.2,20.5,49.3,3,2065
30,F,187,70,20,23.7,53.4,2,2141
42,F,170,87,30.1,14.4,74.5,4,2693
35,F,166,94,34.1,20.6,74.7,2,2257
29,M,172,57,19.3,26.2,42,1,1806
57,F,162,61,23.2,22.9,47,1,1411
34,F,167,72,25.8,19,58.3,5,2722
32,M,170,59,20.4,12.2,51.8,3,2321
59,M,176,87,28.1,21,68.7,3,2604
32,M,163,107,40.3,16.1,89.8,5,3674
32,M,169,70,24.5,21.8,54.8,4,2762
56,M,152,74,32,24.2,56.1,1,1698
30,F,175,61,19.9,33.6,40.5,3,2158
34,M,167,75,26.9,29.4,52.9,4,2809
49,F,188,54,15.3,23.9,41.1,3,2028
26,M,173,55,18.4,38.7,33.7,2,2071
57,F,161,42,16.2,25.2,31.4,4,1690
37,M,159,82,32.4,16.3,68.7,3,2532
43,F,176,90,29.1,20.3,71.8,4,2801
44,F,187,85,24.3,42.6,48.8,3,2538
38,F,184,71,21,16.3,59.5,3,2338
35,F,157,65,26.4,19.6,52.3,4,2234
30,F,172,68,23,30,47.6,4,2490
33,F,181,54,16.5,14.9,45.9,3,2085
26,F,156,84,34.5,30.2,58.6,1,1828
29,F,180,85,26.2,31.3,58.4,3,2586
61,F,162,54,20.6,24.3,40.9,1,1303
55,F,167,55,19.7,35.3,35.6,2,1591
36,M,172,50,16.9,20.7,39.7,3,2170
24,F,180,66,20.4,29.5,46.5,2,2068
52,F,185,69,20.2,8,63.5,2,1959
35,M,166,70,25.4,27.4,50.8,1,1881
33,F,165,50,18.4,32.8,33.6,2,1657
56,F,164,59,21.9,28.5,42.2,2,1614
21,M,177,59,18.8,19,47.8,2,2194
42,M,179,80,25,10.1,72,3,2656
49,F,178,55,17.4,31.3,37.8,3,1947
57,M,172,70,23.7,15.4,59.2,4,2578
30,F,173,59,19.7,16.4,49.3,2,1870
62,F,167,67,24,19.9,53.7,3,1926
34,F,168,84,29.8,27.4,61,3,2416
54,M,178,51,16.1,31.7,34.8,2,1866
23,F,172,30,10.1,38.3,18.5,3,1703
36,F,165,49,18,23.3,37.6,3,1829
30,M,180,76,23.5,24.7,57.3,3,2697
43,F,163,52,19.6,25.9,38.5,3,1802
31,F,171,59,20.2,18.5,48.1,3,2081
48,F,157,76,30.8,28,54.7,5,2546
21,F,160,82,32,17.7,67.5,4,2680
56,F,170,85,29.4,31.3,58.4,2,2023
25,F,163,78,29.4,14.6,66.6,3,2344
42,M,167,53,19,29.5,37.4,2,1882
30,F,182,94,28.4,29.6,66.2,3,2738
49,F,168,55,19.5,10,49.5,4,2059
55,M,178,60,18.9,25.2,44.9,1,1731
55,F,162,69,26.3,35,44.9,1,1519
45,F,175,74,24.2,24.4,56,1,1737
47,M,159,91,36,23.1,70,2,2301
20,M,167,60,21.5,18.6,48.8,4,2671
45,M,175,75,24.5,26.7,55,3,2516
20,M,170,60,20.8,19.8,48.1,3,2429
62,M,179,94,29.3,26.4,69.2,3,2718
51,M,176,76,24.5,28.6,54.2,1,1932
33,M,166,89,32.3,24.8,66.9,2,2430
39,F,182,52,15.7,31.6,35.6,5,2472
49,F,174,61,20.1,25.9,45.2,3,2001
55,F,167,73,26.2,19.7,58.6,3,2073
25,M,171,89,30.4,8.1,81.8,4,3171
25,F,170,84,29.1,18.9,68.1,1,1939
23,M,172,92,31.1,21.3,72.4,4,3251
31,F,168,90,31.9,27.1,65.6,3,2532
49,F,173,81,27.1,8,74.5,1,1782
52,F,177,72,23,8.3,66,1,1686
27,F,174,53,17.5,8,48.8,1,1585
20,M,173,37,12.4,22,28.9,2,1864
29,M,168,71,25.2,12.1,62.4,2,2227
48,F,161,82,31.6,26.2,60.5,2,1959
46,M,158,29,11.6,19.5,23.3,2,1447
22,M,162,52,19.8,10.1,46.7,3,2212
42,F,165,54,19.8,30.9,37.3,1,1440
58,M,186,67,19.4,22.5,52,2,2127
48,M,182,71,21.4,31.2,48.8,3,2499
38,M,164,86,32,22.9,66.3,4,2932
37,M,174,50,16.5,35,32.5,5,2674
56,F,169,75,26.3,27.7,54.2,3,2116
39,F,172,49,16.6,11.7,43.3,1,1450
21,M,164,82,30.5,18.4,66.9,3,2704
30,F,192,62,16.8,17.4,51.2,5,2867
62,F,188,51,14.4,8,46.9,4,2094
59,F,167,59,21.2,29.8,41.4,4,2031
37,M,164,53,19.7,26.2,39.1,4,2371
30,M,179,71,22.2,34.3,46.7,4,2904
34,F,157,79,32,9.7,71.3,1,1728
53,F,178,85,26.8,13.6,73.5,3,2381
50,M,171,62,21.2,14.9,52.8,3,2237
18,F,155,90,37.5,34.6,58.8,1,1941
32,M,168,69,24.4,34.1,45.5,5,3011
30,F,163,88,33.1,12.3,77.2,1,1905
34,M,171,67,22.9,25.7,49.8,1,1888
41,M,170,66,22.8,27.8,47.7,1,1827
25,M,156,78,32.1,21.6,61.1,3,2534
44,M,166,74,26.9,38.6,45.4,3,2421
62,F,175,61,19.9,8,56.1,1,1479
40,M,177,87,27.8,8,80,4,3072
63,F,166,55,20,23.5,42.1,2,1528
25,M,174,78,25.8,12.9,67.9,3,2708
25,M,172,78,26.4,29.8,54.7,3,2689
43,F,169,85,29.8,9.8,76.7,5,2907
64,F,174,86,28.4,27.6,62.2,4,2529
30,F,160,67,26.2,22.4,52,2,1868
56,M,170,70,24.2,37.2,44,3,2305
54,M,153,69,29.5,16,58,5,2624
45,F,169,96,33.6,35.4,62,2,2241
42,M,184,79,23.3,28.8,56.3,1,2082
33,F,166,85,30.8,14.7,72.5,4,2693
19,M,183,66,19.7,15,56.1,3,2656
35,M,166,53,19.2,31.3,36.4,5,2655
34,M,159,55,21.8,23.6,42,3,2137
47,F,176,85,27.4,21.3,66.9,3,2408
56,M,174,59,19.5,36.5,37.5,5,2664
30,F,193,117,31.4,28.8,83.4,2,2839
49,F,160,63,24.6,15.6,53.2,3,1897
46,M,173,75,25.1,17.9,61.6,4,2770
63,F,173,75,25.1,25.7,55.7,3,2100
47,F,180,72,22.2,24.2,54.6,2,1992
35,M,175,51,16.7,28.1,36.7,3,2222
30,F,167,73,26.2,28.9,51.9,3,2267
60,F,159,73,28.9,34.7,47.7,5,2399
38,M,173,65,21.7,18.9,52.7,1,1855
47,M,173,97,32.4,41.3,57,4,3141
38,M,176,45,14.5,29.6,31.7,1,1638
34,F,167,47,16.9,24.3,35.6,3,1833
57,F,172,81,27.4,20.9,64.1,3,2230
36,M,154,68,28.7,25.2,50.9,5,2788
32,F,159,56,22.2,8,51.5,3,1910
26,M,179,72,22.5,21.2,56.7,4,2956
27,M,171,84,28.7,32.6,56.6,3,2757
61,M,174,45,14.9,18.8,36.5,3,1918
48,F,164,80,29.7,8,73.6,2,1958
40,F,162,74,28.2,11.5,65.5,1,1669
47,M,165,66,24.2,19.6,53.1,1,1753
50,M,172,73,24.7,24.7,55,1,1872
26,F,176,73,23.6,15.3,61.8,2,2116
64,M,167,78,28,11.1,69.3,3,2338
18,F,153,55,23.5,16.2,46.1,5,2384
61,M,174,86,28.4,37.5,53.8,4,2841
52,M,172,84,28.4,43.1,47.8,1,1992
28,F,174,85,28.1,26.2,62.7,3,2536
51,F,178,44,13.9,24.2,33.4,3,1761
33,F,177,87,27.8,31,60,3,2557
26,F,183,64,19.1,11.1,56.9,3,2313
49,F,170,77,26.6,17.6,63.5,1,1711
32,M,165,40,14.7,8,36.8,5,2424
29,M,180,59,18.2,25.7,43.8,3,2441
50,F,179,82,25.6,21.6,64.2,4,2635
62,F,167,77,27.6,15.7,64.9,2,1846
31,M,181,53,16.2,37.6,33.1,1,1813
25,M,170,80,27.7,31.9,54.5,3,2700
25,F,182,57,17.2,21.7,44.6,5,2700
44,F,187,66,18.9,15.6,55.7,3,2244
29,M,196,52,13.5,24.5,39.3,2,2206
18,F,170,75,26,22.8,57.9,3,2420
60,M,184,86,25.4,17.9,70.6,3,2658
57,M,178,83,26.2,14.2,71.2,2,2285
59,F,179,56,17.5,23.9,42.6,5,2323
28,M,174,69,22.8,23.8,52.6,4,2833
56,M,179,46,14.4,13.4,39.8,3,2020
60,M,156,90,37,8,82.8,3,2449
48,F,169,70,24.5,19.3,56.5,2,1863
34,M,163,79,29.7,10.5,70.7,2,2260
50,F,162,72,27.4,15.6,60.7,3,2048
49,M,155,60,25,17.6,49.4,1,1594
46,M,164,61,22.7,25.6,45.4,2,1938
38,M,168,76,26.9,17.5,62.7,3,2518
38,M,171,94,32.1,24.2,71.3,3,2826
57,M,169,64,22.4,14.8,54.5,4,2443
40,F,180,87,26.9,24.6,65.6,1,1960
23,F,161,83,32,19.4,66.9,2,2145
39,M,150,65,28.9,24.3,49.2,2,1921
55,F,175,86,28.1,32.4,58.1,3,2352
54,F,169,85,29.8,20.5,67.6,3,2286
62,M,169,37,13,20.8,29.3,1,1345
25,F,162,80,30.5,25.6,59.6,4,2633
58,F,179,89,27.8,26.2,65.7,3,2414
52,F,165,52,19.1,8,47.8,4,1949
28,F,161,50,19.3,12.8,43.6,1,1446
41,M,186,73,21.1,23.9,55.6,3,2623
38,F,176,93,30,35.1,60.3,3,2602
19,M,169,53,18.6,10.1,47.6,1,1795
57,M,145,46,21.9,17.4,38,5,2063
36,F,167,63,22.6,24,47.9,4,2298
56,M,169,61,21.4,14.2,52.3,2,1912
45,F,184,44,13,26.3,32.4,3,1866
34,M,152,61,26.4,27.7,44.1,1,1674
23,F,185,75,21.9,25.5,55.9,4,2812
36,F,174,97,32,23.6,74.1,1,2059
55,M,157,78,31.6,13.9,67.2,5,2833
45,F,179,82,25.6,19.6,65.9,4,2678
19,F,167,53,19,32.2,36,3,2042
55,F,153,68,29,24.9,51.1,3,1860
54,F,165,66,24.2,8,60.7,2,1732
21,M,172,74,25,28.6,52.9,2,2358
39,M,170,78,27,25.3,58.3,2,2272
43,M,176,84,27.1,19.3,67.8,3,2681
60,F,180,70,21.6,20.3,55.8,2,1875
53,M,159,62,24.5,17.1,51.4,2,1861
30,F,169,88,30.8,22.6,68.1,3,2519
49,F,163,80,30.1,22,62.4,4,2436
34,F,157,79,32,20,63.2,3,2232
58,M,169,69,24.2,24.1,52.4,4,2520
53,M,174,88,29.1,21,69.5,4,2945
63,M,174,51,16.8,30,35.7,2,1770
36,M,166,83,30.1,28.7,59.2,4,2919
52,F,159,83,32.8,11.2,73.7,3,2174
63,M,163,56,21.1,25,42,3,1966
57,M,151,59,25.9,19.8,47.3,1,1504
45,M,158,50,20,14.2,42.9,3,1964
18,M,158,77,30.8,24.6,58,2,2299
59,F,178,31,9.8,25.2,23.2,4,1667
35,M,178,73,23,44.1,40.8,5,3177
57,M,191,58,15.9,8,53.4,3,2315
50,M,172,55,18.6,18.2,45,3,2139
29,F,165,41,15.1,42.1,23.7,3,1759
25,M,170,56,19.4,16,47.1,1,1803
41,M,168,91,32.2,24.9,68.3,2,2420
33,M,163,59,22.2,23.6,45.1,5,2752
21,F,173,76,25.4,22.7,58.8,2,2165
55,F,171,53,18.1,17.5,43.7,3,1802
61,M,169,85,29.8,18.1,69.6,3,2489
44,M,167,79,28.3,24.5,59.6,4,2792
26,F,176,66,21.3,20.5,52.5,2,2019
64,F,164,73,27.1,24.4,55.2,4,2197
33,F,165,74,27.2,25.8,54.9,2,1987
29,F,174,54,17.8,29.9,37.9,5,2510
48,F,180,57,17.6,30.5,39.6,3,2005
41,M,179,83,25.9,23.4,63.6,1,2098
31,M,167,93,33.3,13.1,80.9,1,2188
62,M,157,72,29.2,32.2,48.8,5,2652
42,M,167,80,28.7,24.8,60.2,1,1966
51,F,170,88,30.4,28.8,62.7,3,2366
20,F,158,65,26,25.9,48.2,3,2133
41,F,166,68,24.7,20.4,54.1,3,2094
59,F,182,80,24.2,19.5,64.4,3,2296
26,F,171,102,34.9,35,66.3,3,2786
43,M,164,81,30.1,23,62.4,1,1950
37,M,170,74,25.6,21.9,57.8,4,2798
57,M,170,61,21.1,15.8,51.3,2,1914
27,M,166,69,25,20.1,55.1,2,2196
36,M,177,80,25.5,30.1,55.9,2,2380
20,F,151,78,34.2,22.8,60.2,3,2267
41,F,174,61,20.1,32.8,41,4,2296
22,F,164,89,33.1,25.1,66.6,2,2260
20,F,180,89,27.5,23.2,68.3,3,2718
44,F,157,68,27.6,18.8,55.2,3,1984
33,M,179,74,23.1,22.9,57.1,4,2930
32,M,162,60,22.9,15.6,50.6,5,2769
52,M,173,57,19,27.4,41.4,3,2164
29,F,165,75,27.5,22,58.5,3,2286
58,F,181,58,17.7,20.5,46.1,4,2173
61,F,168,79,28,20.3,63,3,2129
43,F,162,64,24.4,27.9,46.2,1,1531
64,M,183,85,25.4,17.4,70.2,4,2895
51,F,167,68,24.4,30.5,47.2,3,2027
40,M,175,41,13.4,18.9,33.2,2,1799
48,F,179,64,20,27.4,46.5,2,1866
37,M,161,71,27.4,18.6,57.8,2,2112
29,F,174,43,14.2,17.7,35.4,4,2089
40,F,175,45,14.7,34.2,29.6,3,1833
21,M,154,67,28.3,27.6,48.5,1,1839
40,M,173,85,28.4,23,65.4,4,2995
18,F,166,79,28.7,10.5,70.7,3,2443
42,M,186,69,19.9,25.5,51.4,4,2841
19,F,178,57,18,30.3,39.7,5,2710
47,F,174,56,18.5,23.6,42.8,2,1720
20,M,149,79,35.6,22.3,61.4,3,2520
38,F,174,72,23.8,23.6,55,4,2512
42,F,162,82,31.2,25.6,61,3,2265
37,M,178,88,27.8,17.5,72.6,3,2809
39,F,168,63,22.3,21.9,49.2,5,2515
38,F,164,76,28.3,23.1,58.4,2,1971
50,F,165,78,28.7,29.7,54.8,3,2170
55,F,166,59,21.4,8,54.3,5,2263
32,M,156,60,24.7,29.9,42.1,2,1952
63,M,157,80,32.5,9.8,72.2,3,2280
32,M,166,70,25.4,16.8,58.2,5,3006
63,F,185,56,16.4,22,43.7,1,1488
42,M,177,57,18.2,27.8,41.1,3,2280
38,M,178,50,15.8,30.9,34.6,3,2212
41,M,181,64,19.5,16.7,53.3,4,2710
22,F,172,54,18.3,26.9,39.5,2,1848
23,M,165,71,26.1,15.2,60.2,2,2242
60,M,165,104,38.2,13,90.5,3,2753
61,F,161,76,29.3,34.6,49.7,2,1787
64,F,178,86,27.1,34.2,56.6,2,2050
40,F,160,76,29.7,19.6,61.1,2,1923
21,F,190,45,12.5,10.8,40.2,5,2605
44,F,160,71,27.7,13.1,61.7,2,1827
35,F,182,59,17.8,30.9,40.8,4,2400
38,M,182,57,17.2,25.4,42.5,2,2093
45,M,176,66,21.3,13.5,57.1,3,2387
52,F,186,79,22.8,23.5,60.5,4,2641
39,F,168,65,23,15.8,54.7,1,1612
57,M,171,82,28,9.6,74.1,3,2493
40,F,172,72,24.3,13.6,62.2,1,1720
20,F,175,74,24.2,30.6,51.3,5,2988
57,M,151,69,30.3,8.6,63.1,3,2098
27,F,168,89,31.5,20.9,70.4,1,1972
42,F,178,59,18.6,13.2,51.2,3,2063
25,M,166,60,21.8,31.5,41.1,4,2617
28,M,189,65,18.2,20.5,51.7,4,2926
22,M,171,77,26.3,30.2,53.7,1,2080
62,M,175,79,25.8,16.2,66.2,3,2447
54,M,185,61,17.8,23.7,46.5,4,2589
62,F,171,83,28.4,16.7,69.1,4,2462
55,F,185,55,16.1,11.1,48.9,1,1524
46,F,175,80,26.1,15.2,67.8,2,2066
22,F,175,75,24.5,18.6,61.1,4,2712
26,F,161,70,27,11.6,61.9,2,1945
19,M,181,77,23.5,28.3,55.2,3,2807
18,F,163,68,25.6,15.2,57.7,3,2244
57,F,168,73,25.9,30.3,50.9,5,2534
47,F,182,106,32,15.9,89.1,3,2792
28,F,166,83,30.1,19.1,67.1,3,2428
45,F,173,61,20.4,15.4,51.6,3,2023
61,M,169,65,22.8,21.9,50.8,2,1933
29,F,169,88,30.8,15.6,74.3,2,2241
56,F,168,64,22.7,14.8,54.5,3,1935
43,F,159,95,37.6,33.9,62.8,1,1881
30,F,175,81,26.4,31.5,55.5,1,1911
25,F,176,49,15.8,37.7,30.5,2,1793
45,F,164,83,30.9,21,65.5,3,2276
47,M,165,37,13.6,8,34,5,2225
26,F,179,64,20,21.4,50.3,5,2788
56,M,167,82,29.4,15.9,68.9,3,2462
48,M,170,42,14.5,18.3,34.3,4,2151
38,F,161,100,38.6,21.7,78.3,5,3144
64,F,169,84,29.4,35.8,54,4,2441
51,F,161,55,21.2,22.8,42.5,3,1767
48,M,163,92,34.6,38.5,56.6,4,2938
42,F,162,41,15.6,16.6,34.2,1,1261
29,F,178,54,17,33.8,35.7,3,2087
18,F,156,48,19.7,23.3,36.8,3,1866
39,M,172,40,13.5,8,36.8,3,1991
57,M,167,65,23.3,23.4,49.8,3,2191
54,F,183,72,21.5,27.6,52.1,1,1719
64,M,177,72,23,9.1,65.5,4,2606
18,F,157,71,28.8,19.8,57,2,1980
18,M,164,70,26,17.9,57.5,1,1968
59,F,169,52,18.2,29.7,36.5,3,1736
59,M,164,62,23.1,18.5,50.5,1,1626
38,F,179,28,8.7,18.9,22.7,5,1990
32,F,171,86,29.4,15,73.1,2,2210
34,M,168,71,25.2,14.4,60.8,2,2193
39,M,179,71,22.2,14.1,61,2,2253
55,M,158,81,32.4,12.4,70.9,2,2100
52,M,167,82,29.4,12,72.1,1,1930
62,M,172,64,21.6,33.9,42.3,3,2185
33,F,168,68,24.1,33.1,45.5,1,1684
25,F,138,93,48.8,31.2,64,4,2598
64,M,173,61,20.4,22.6,47.2,4,2374
34,F,175,93,30.4,18.6,75.7,2,2327
34,F,159,64,25.3,26.2,47.3,5,2475
43,M,148,41,18.7,33.8,27.2,4,1940
30,F,163,71,26.7,23.8,54.1,1,1701
34,F,167,64,22.9,18.9,51.9,5,2570
55,M,168,49,17.4,26.7,35.9,4,2190
34,M,150,68,30.2,45,37.4,4,2505
31,F,172,62,21,15.7,52.3,3,2137
62,M,180,98,30.2,13.7,84.6,3,2790
23,F,179,84,26.2,31.8,57.3,5,3197
52,M,182,55,16.6,30.3,38.3,3,2220
63,M,157,58,23.5,13.7,50.1,2,1720
31,M,178,85,26.8,24.5,64.2,2,2492
64,M,160,88,34.4,19.3,71,2,2151
25,F,177,65,20.7,12,57.2,2,2021
32,M,162,62,23.6,12.5,54.3,1,1773
44,M,173,68,22.7,17.4,56.2,1,1855
30,F,185,74,21.6,23.3,56.8,1,1902
48,F,179,80,25,27.6,57.9,3,2352
52,F,160,81,31.6,18.8,65.8,3,2152
23,F,158,54,21.6,19.8,43.3,1,1501
22,M,177,64,20.4,26.6,47,2,2256
39,F,183,38,11.3,19.6,30.6,2,1605
40,M,174,69,22.8,19.9,55.3,3,2452
42,F,164,49,18.2,31.3,33.6,2,1573
51,M,170,59,20.4,19,47.8,4,2419
43,F,174,86,28.4,17.1,71.3,4,2710
64,M,169,75,26.3,17.2,62.1,2,2050
22,M,160,75,29.3,20.6,59.5,1,1974
43,F,180,70,21.6,32.2,47.5,4,2499
37,M,188,91,25.7,25.5,67.8,3,2952
23,M,184,60,17.7,21,47.4,2,2255
23,M,148,72,32.9,21.1,56.8,1,1842
35,M,181,71,21.7,28.2,51,3,2590
21,F,175,64,20.9,21.1,50.5,2,2018
34,M,163,102,38.4,21,80.6,1,2248
31,M,150,51,22.7,24.7,38.4,3,2011
31,F,168,42,14.9,16.3,35.2,3,1788
30,F,173,71,23.7,37.7,44.3,2,2035
24,F,158,60,24,37.1,37.7,3,2025
61,M,182,35,10.6,22.7,27.1,2,1632
32,M,182,75,22.6,21,59.2,1,2079
36,F,174,73,24.1,14.9,62.1,1,1771
60,M,156,86,35.3,22.6,66.6,3,2387
64,F,167,61,21.9,14.1,52.4,3,1817
61,M,177,42,13.4,20.8,33.3,4,2115
52,F,176,55,17.8,28,39.6,1,1474
34,M,163,41,15.4,30.3,28.6,5,2401
52,F,164,92,34.2,33.7,61,3,2362
36,M,162,85,32.4,25.7,63.2,2,2320
37,F,167,89,31.9,15,75.7,2,2183
53,M,165,79,29,33.8,52.3,1,1873
52,M,163,48,18.1,29.7,33.7,1,1492
49,M,168,63,22.3,18.8,51.2,4,2484
61,F,170,81,28,14,69.6,1,1687
57,M,180,44,13.6,23.6,33.6,1,1542
41,M,152,76,32.9,32.5,51.3,3,2340
34,M,182,81,24.5,18.6,65.9,2,2450
24,F,162,103,39.2,23.2,79.1,3,2730
60,M,188,84,23.8,26.8,61.5,1,2064
18,F,176,77,24.9,10.4,69,1,1942
52,M,175,70,22.9,17.1,58.1,4,2654
49,F,168,78,27.6,35,50.7,2,1958
53,F,190,79,21.9,8,72.7,1,1861
30,M,169,38,13.3,31.6,26,2,1775
23,F,185,73,21.3,31.5,50,1,1932
31,F,164,30,11.2,25.4,22.4,3,1563
54,M,177,36,11.5,23.2,27.7,4,2072
32,F,188,70,19.8,8.9,63.8,2,2136
64,F,161,77,29.7,25.9,57.1,3,2007
21,F,174,50,16.5,18.6,40.7,3,2048
57,F,162,86,32.8,31.7,58.7,4,2460
33,M,174,92,30.4,24.7,69.3,3,2863
45,F,188,82,23.2,9.6,74.1,3,2493
33,F,160,69,27,15.9,58.1,3,2114
21,M,171,74,25.3,9.5,66.9,3,2648
62,M,161,71,27.4,11.3,62.9,2,1940
43,F,168,73,25.9,28.9,51.9,3,2176
45,M,176,54,17.4,20,43.2,3,2201
49,M,167,64,22.9,16.2,53.6,2,1985
62,M,185,70,20.5,21.8,54.8,2,2132
19,M,174,75,24.8,18.9,60.8,3,2708
48,M,156,78,32.1,23.3,59.9,4,2622
20,M,173,55,18.4,39,33.5,2,2112
25,M,184,67,19.8,21.9,52.4,4,2932
41,M,175,65,21.2,31,44.9,4,2662
32,M,172,99,33.5,8,91.1,2,2626
60,F,167,73,26.2,19,59.1,1,1575
48,F,169,80,28,12,70.4,1,1746
26,F,170,84,29.1,23.9,63.9,4,2779
56,F,145,82,39,28.2,58.9,4,2217
62,F,174,39,12.9,29,27.7,2,1383
19,M,179,67,20.9,20.9,53,1,2038
25,M,162,80,30.5,31.7,54.6,4,2919
24,F,172,71,24,24.5,53.6,2,2068
61,F,173,44,14.7,26.6,32.3,5,2004
56,M,178,54,17,18.2,44.2,3,2135
59,F,170,56,19.4,17.7,46.1,4,2012
33,M,175,74,24.2,19.6,59.5,3,2594
52,F,158,73,29.2,32.3,49.4,1,1555
47,M,159,92,36.4,18.2,75.2,1,2020
27,F,174,70,23.1,9.7,63.2,5,2833
55,M,167,73,26.2,20.4,58.1,3,2330
35,F,154,49,20.7,17.2,40.6,2,1535
22,F,173,67,22.4,30.4,46.7,4,2553
46,M,157,104,42.2,23.3,79.8,4,3098
56,M,197,75,19.3,25.7,55.7,2,2346
51,F,148,61,27.8,30.7,42.3,3,1734
60,F,170,76,26.3,24.5,57.4,2,1872
62,M,158,85,34,14.2,72.9,4,2643
40,M,179,77,24,25.1,57.7,1,2032
22,M,165,82,30.1,31.7,56,2,2401
47,F,180,84,25.9,22,65.5,2,2157
23,F,177,72,23,22.6,55.7,3,2402
63,M,159,74,29.3,17.9,60.8,2,1957
61,F,162,61,23.2,23.7,46.6,3,1792
21,F,166,60,21.8,25.7,44.6,3,2125
46,M,169,68,23.8,31.3,46.7,4,2606
40,F,168,50,17.7,36,32,3,1842
23,M,177,75,23.9,26.1,55.4,1,2095
49,M,172,58,19.6,34.1,38.2,1,1698
59,F,163,72,27.1,24.8,54.2,5,2437
35,F,160,77,30.1,27,56.2,5,2724
32,M,161,50,19.3,42.6,28.7,2,1857
57,M,173,76,25.4,21.3,59.8,4,2693
49,M,168,39,13.8,13.1,33.9,2,1650
26,F,190,78,21.6,39.7,47,4,2891
54,M,169,79,27.7,27.4,57.3,1,1897
27,M,171,80,27.4,12.8,69.8,3,2695
37,M,151,75,32.9,20.8,59.4,3,2346
23,M,156,62,25.5,25.7,46.1,4,2561
20,F,158,62,24.8,16.1,52,4,2322
59,F,164,60,22.3,12.2,52.7,2,1607
28,M,155,85,35.4,28.6,60.7,5,3199
60,F,158,95,38.1,8,87.4,3,2288
34,F,176,71,22.9,17.9,58.3,3,2292
49,F,161,55,21.2,17.7,45.3,4,1984
21,M,169,65,22.8,14.1,55.9,2,2208
21,F,175,84,27.4,19.2,67.9,3,2585
34,F,179,78,24.3,20.4,62.1,5,2978
58,M,172,70,23.7,8,64.4,1,1788
36,M,173,66,22.1,24.2,50,4,2701
22,F,179,44,13.7,28.6,31.4,4,2221
49,F,174,66,21.8,33.8,43.7,2,1844
39,M,180,64,19.8,21.6,50.2,4,2716
23,M,148,63,28.8,8,58,2,1986
52,M,169,74,25.9,28.7,52.8,3,2388
39,M,170,96,33.2,22.6,74.3,3,2840
18,F,168,70,24.8,28,50.4,1,1798
37,M,171,78,26.7,22.9,60.2,4,2878
39,F,165,69,25.3,26.4,50.8,3,2116
28,F,177,69,22,14.7,58.8,3,2317
30,F,164,87,32.3,12.8,75.9,4,2732
59,M,167,75,26.9,21,59.3,2,2067
20,M,184,81,23.9,21.7,63.4,3,2890
26,F,183,88,26.3,15.6,74.3,4,2988
29,F,171,75,25.6,15.7,63.2,2,2080
40,F,163,73,27.5,15.4,61.8,4,2393
31,F,153,81,34.6,31.3,55.6,3,2247
50,F,168,60,21.3,14.3,51.4,2,1703
35,M,175,60,19.6,26.1,44.3,1,1828
58,M,162,58,22.1,15.7,48.9,4,2255
26,M,170,62,21.5,25.6,46.1,2,2141
40,F,166,52,18.9,32.9,34.9,4,2063
27,F,152,45,19.5,30.9,31.1,2,1518
36,M,171,57,19.5,19.6,45.8,3,2268
64,M,174,34,11.2,24.2,25.8,1,1335
22,F,171,74,25.3,18.5,60.3,4,2652
64,M,186,71,20.5,29.5,50,4,2686
40,M,166,81,29.4,21.4,63.7,5,3139
47,M,165,56,20.6,32.9,37.6,3,2109
42,F,191,77,21.1,14.3,66,1,1911
45,F,157,57,23.1,15.6,48.1,4,2010
51,M,163,81,30.5,27.1,59.1,2,2170
62,F,173,42,14,25.5,31.3,4,1777
64,M,181,66,20.1,36.6,41.8,5,2804
42,M,179,64,20,19.9,51.2,1,1864
27,F,159,81,32,17.6,66.8,1,1809
31,F,186,81,23.4,17.4,66.9,4,2857
59,F,174,88,29.1,19.7,70.7,4,2607
63,M,161,39,15,24.9,29.3,3,1683
47,M,162,92,35.1,8.8,83.9,4,2936
58,M,170,56,19.4,12.1,49.2,5,2541
42,F,191,95,26,23.8,72.4,3,2747
31,M,172,103,34.8,25,77.3,3,3030
52,M,191,87,23.8,19.4,70.1,3,2803
51,M,178,57,18,25.6,42.4,2,1969
27,M,157,51,20.7,9.8,46,3,2109
52,F,184,59,17.4,16,49.5,3,2044
28,F,160,78,30.5,15.9,65.6,3,2292
28,F,163,54,20.3,15,45.9,2,1729
38,M,172,42,14.2,28.7,30,5,2489
38,M,169,86,30.1,29.6,60.5,4,2986
39,M,178,60,18.9,8,55.2,1,1827
62,F,175,83,27.1,8,76.4,2,1997
24,F,168,81,28.7,23,62.4,5,3000
34,F,186,72,20.8,17.2,59.6,2,2133
19,F,165,82,30.1,20.9,64.8,3,2472
29,F,159,92,36.4,24.6,69.4,1,1929
